information,source_file_name,page_number
"Culture-Related Diagnostic Issues
Little information exists on specific cultural differences in the expression of bipolar I dis-
order. One possible explanation for this ma y be that diagnostic instruments are often
translated and applied in diff erent cultures with no transcultural validation. In one U.S",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,175
"study, 12-month prevalence of bipolar I diso rder was significantly lower for Afro-Carib-
beans than for African Americans or whites. 
Gender-Related Diagnostic Issues
Females are more likely to experience rapid cycling and mixed states, and to have patterns of
comorbidity that differ from th ose of males, including higher rates of lifetime eating disor-
ders. Females with bipolar I or II disorder are more likely to experience depressive symptoms
than males. They also have a higher lifetime risk of alcohol use disorder than are males and a
much greater likelihood of alcohol use disorder  than do females in the general population.",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,175
"Bipolar I Disorder 131
Suicide Risk
The lifetime risk of suicide in individuals with  bipolar disorder is estimated to be at least
15 times that of the general population. In fa ct, bipolar disorder may account for one-quar-
ter of all completed su icides. A past history of suicide attempt and percent days spent de-
pressed in the past year are associated with gr eater risk of suicide attempts or completions",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,176
"Functional Consequences of Bipolar I Disorder
Although many individuals with bipolar disord er return to a fully functional level be-
tween episodes, approximately 30%  show severe impairment in  work role function. Func-
tional recovery lags substantially behind reco very from symptoms, especially with respect
to occupational recovery, resulting in lower socioeconomic status despite equivalent lev-
els of education when compared with the ge neral population. Individuals with bipolar I
disorder perform more poorly than healthy in dividuals on cognitive tests. Cognitive im-
pairments may contribute to vocational and interpersonal difficulties and persist through
the lifespan, even during euthymic periods",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,176
"Differential Diagnosis
Major depressive disorder. Major depressive disorder may also be accompanied by hy-
pomanic or manic symptoms (i.e., fewer symptoms or for a shorter duration than required
for mania or hypomania). When the individual presents in an episode of major depression,
one must depend on corroborating history re garding past episodes of mania or hypoma-
nia. Symptoms of irritability may be associated with either major depressive disorder or
bipolar disorder, adding to  diagnostic complexity",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,176
"Other bipolar disorders. Diagnosis of bipolar I disorder is differentiated from bipolar II
disorder by determining whether there have be en any past episodes of mania. Other spec-
ified and unspecified bipolar and related disord ers should be differentiated from bipolar I
and II disorders by considering whether eith er the episodes invol ving manic or hypo-
manic symptoms or the episodes of depressive symptoms fail  to meet the full criteria for
those conditions",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,176
"Bipolar disorder due to another medical co ndition may be distinguished from bipolar
I and II disorders by identifying, based on best  clinical evidence, a causally related medical
condition",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,176
"Generalized anxiety disorder, panic disorder , posttraumatic stress disorder, or other
anxiety disorders. These disorders need to be consider ed in the differential diagnosis as
either the primary disorder or, in some case s, a comorbid disorder. A careful history of
symptoms is needed to  differentiate generalized anxiety disorder from bipolar disorder,
as anxious ruminations may be mistaken for ra cing thoughts, and efforts to minimize anx-
ious feelings may be taken as impulsive beha vior. Similarly, sympto ms of posttraumatic
stress disorder need to be differentiated from bipolar disorder. It is helpful to assess the ep-
isodic nature of the symptoms described, as well as to consider symptom triggers, in mak-
ing this differential diagnosis",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,176
"Substance/medication-induced bipolar disorder. Substance use disorders may mani-
fest with substance.medicati on-induced manic symptoms th at must be distinguished
from bipolar I disorder; response to mood stabilizers during a substance/medication-
induced mania may not necessarily be diagnost ic for bipolar disorder. There may be sub-
stantial overlap in view of the tendency for individuals with bipolar I disorder to overuse
substances during an episode. A primary diagnosis of bipolar disorder must be estab-
lished based on symptoms that remain once  substances are no longer being used",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,176
"Attention-deficit/hyperactivity disorder. This disorder may be misdiagnosed as bipolar
disorder, especially in adolescents and children. Many symptoms overlap with the symp-",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,176
"132 Bipolar and Related Disorders
toms of mania, such as rapid speech, racing thoughts, distra ctibility, and less need for
sleep. The “double counting” of symptoms toward both ADHD and bipolar disorder can
be avoided if the clinician clarifies whether the symptom(s) represents a distinct episode. 
Personality disorders. Personality disorders such as borderline personality disorder
may have substantial symptomatic overlap wi th bipolar disorders, since mood lability
and impulsivity are common in both conditions . Symptoms must represent a distinct ep-
isode, and the noticeable increase over baseline required for the diagnosis of bipolar dis-
order must be present. A diagnosis of a personality disorder should not be made during an
untreated mood episode",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,177
"Disorders with prominent irritability. In individuals with severe irritability, particularly
children and adolescents, care must be take n to apply the diagnosis of bipolar disorder
only to those who have had a clear episode of  mania or hypomania—tha t is, a distinct time
period, of the required  duration, during which the irritability was clearly different from
the individual’s baseline and was accompan ied by the onset of Criterion B symptoms",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,177
"When a child’s irritability is persistent and pa rticularly severe, the diagnosis of disruptive
mood dysregulation disorder wo uld be more appropriate. Indeed, when any child is being
assessed for mania, it is essential that th e symptoms represent a clear change from the
child’s typical behavior",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,177
"Comorbidity
Co-occurring mental disorders are common, wi th the most frequent disorders being any
anxiety disorder (e.g., pa nic attacks, social anxiety disorder [social phobia], specific pho-
bia), occurring in approximatel y three-fourths of individuals; ADHD, any disruptive, im-
pulse-control, or conduct disorder (e.g., intermittent explosive disorder, oppositional
defiant disorder, conduct disorder), and any su bstance use disorder (e.g., alcohol use dis-
order) occur in over half of individuals with bipolar I disorder. Adults with bipolar I dis-
order have high rates of serious and/or untreated co-occurring medical conditions",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,177
